ticket_id,company_id,created_date,resolved_date,priority,category,description,satisfaction_score
TKT-000305,COMP-0068,12-01-2024,,high,billing,Charges not matching the quoted price,4
TKT-000306,COMP-0069,07-14-2024,07-26-2024,low,technical,Error 500 when accessing the dashboard,3
TKT-000307,COMP-0069,07-08-2024,07-12-2024,medium,account,Need to merge duplicate accounts,
TKT-000308,COMP-0069,04-30-2024,05-08-2024,high,account,Account permissions not working correctly,
TKT-000309,COMP-0069,01-27-2025,02-06-2025,high,bug_report,Search returning incorrect results,2
TKT-000310,COMP-0069,11-20-2024,,high,account,Need to merge duplicate accounts,4
TKT-000311,COMP-0069,06-13-2024,06-18-2024,critical,onboarding,Migration assistance from competitor tool,1
TKT-000312,COMP-0069,10-02-2024,10-05-2024,critical,feature_request,Custom workflow automation rules,2
TKT-000313,COMP-0069,05-19-2024,06-01-2024,high,billing,,3
TKT-000314,COMP-0069,10-18-2024,10-29-2024,medium,bug_report,Attachment upload fails over 10 MB,2
TKT-000315,COMP-0069,03-19-2024,03-21-2024,high,onboarding,Need help setting up first project,
TKT-000316,COMP-0069,01-25-2025,02-06-2025,high,billing,Invoice discrepancy for last month,4
TKT-000317,COMP-0070,10-24-2024,10-28-2024,medium,technical,Data export timing out for large datasets,
TKT-000318,COMP-0071,10-05-2024,10-16-2024,low,technical,Mobile app crashing on iOS 17,5
TKT-000319,COMP-0072,11-11-2024,11-16-2024,medium,billing,Billing cycle change request,4
TKT-000320,COMP-0072,05-06-2024,,high,feature_request,,5
TKT-000321,COMP-0072,04-07-2024,04-17-2024,medium,onboarding,Template setup assistance needed,4
TKT-000322,COMP-0072,02-28-2024,03-04-2024,medium,bug_report,Formatting lost when pasting from Word,4
TKT-000323,COMP-0072,02-20-2024,03-04-2024,low,feature_request,Custom workflow automation rules,3
TKT-000324,COMP-0073,08-09-2024,08-23-2024,medium,feature_request,Dark mode support requested,5
TKT-000325,COMP-0073,01-07-2025,01-13-2025,critical,bug_report,Search returning incorrect results,3
TKT-000326,COMP-0073,06-11-2024,06-24-2024,low,account,Change primary admin contact,3
TKT-000327,COMP-0073,04-24-2024,04-28-2024,critical,account,,
TKT-000328,COMP-0073,03-26-2025,04-02-2025,medium,billing,Requesting refund for unused period,
TKT-000329,COMP-0073,09-12-2024,09-17-2024,low,onboarding,Need help setting up first project,4
TKT-000330,COMP-0074,05-26-2025,06-09-2025,high,bug_report,Search returning incorrect results,1
TKT-000331,COMP-0074,08-15-2024,08-20-2024,critical,technical,SSO login failing intermittently,3
TKT-000332,COMP-0074,01-29-2024,02-07-2024,low,onboarding,Need help setting up first project,
TKT-000333,COMP-0074,03-28-2024,04-08-2024,low,bug_report,Drag and drop not working in Chrome,4
TKT-000334,COMP-0074,08-28-2024,09-01-2024,low,billing,Cannot download invoice PDF,4
TKT-000335,COMP-0074,01-27-2025,02-02-2025,high,technical,Data export timing out for large datasets,4
TKT-000336,COMP-0074,02-01-2024,02-11-2024,low,technical,Mobile app crashing on iOS 17,3
TKT-000337,COMP-0075,08-13-2024,08-25-2024,low,technical,Error 500 when accessing the dashboard,3
TKT-000338,COMP-0075,02-08-2024,02-21-2024,critical,bug_report,Search returning incorrect results,4
TKT-000339,COMP-0075,01-27-2025,02-10-2025,high,feature_request,Need better reporting filters,2
TKT-000340,COMP-0075,07-11-2024,07-19-2024,low,onboarding,Template setup assistance needed,3
TKT-000341,COMP-0076,10-07-2024,10-16-2024,low,billing,Tax exemption certificate submission,5
TKT-000342,COMP-0076,12-16-2024,12-20-2024,medium,onboarding,Template setup assistance needed,3
TKT-000343,COMP-0076,02-11-2024,02-13-2024,critical,billing,Need to update payment method on file,5
TKT-000344,COMP-0076,05-27-2024,06-04-2024,medium,technical,Data export timing out for large datasets,3
TKT-000345,COMP-0076,12-19-2024,12-22-2024,medium,feature_request,Requesting custom field types,5
TKT-000346,COMP-0076,03-21-2024,04-03-2024,low,feature_request,Need Gantt chart view for projects,
TKT-000347,COMP-0077,06-15-2025,06-21-2025,medium,feature_request,Need Gantt chart view for projects,4
TKT-000348,COMP-0077,05-30-2025,05-31-2025,medium,account,Change primary admin contact,3
TKT-000349,COMP-0077,02-10-2025,02-20-2025,high,billing,Charges not matching the quoted price,
TKT-000350,COMP-0077,02-03-2025,02-14-2025,low,bug_report,Formatting lost when pasting from Word,4
TKT-000351,COMP-0077,03-29-2025,04-12-2025,low,bug_report,Formatting lost when pasting from Word,4
TKT-000352,COMP-0078,07-06-2024,07-20-2024,medium,technical,Webhook deliveries failing,4
TKT-000353,COMP-0078,08-27-2024,09-02-2024,low,billing,Need to update payment method on file,2
TKT-000354,COMP-0078,02-11-2025,02-21-2025,critical,feature_request,Custom workflow automation rules,4
TKT-000355,COMP-0078,06-28-2025,06-29-2025,medium,onboarding,Template setup assistance needed,3
TKT-000356,COMP-0078,11-09-2024,11-21-2024,medium,onboarding,Training session request for team,2
TKT-000357,COMP-0078,11-18-2024,11-20-2024,medium,billing,Cannot download invoice PDF,2
TKT-000358,COMP-0078,07-30-2024,08-02-2024,low,account,Add new team member to account,
TKT-000359,COMP-0079,06-12-2025,06-13-2025,medium,onboarding,Template setup assistance needed,2
TKT-000360,COMP-0079,05-28-2025,06-01-2025,low,feature_request,,4
TKT-000361,COMP-0079,01-01-2025,,medium,account,,3
TKT-000362,COMP-0080,08-12-2024,08-18-2024,low,feature_request,Dark mode support requested,4
TKT-000363,COMP-0081,08-27-2024,09-02-2024,medium,feature_request,Requesting custom field types,3
TKT-000364,COMP-0082,06-29-2025,06-30-2025,medium,technical,API rate limit being hit unexpectedly,2
TKT-000365,COMP-0082,12-25-2024,01-02-2025,medium,billing,Billing cycle change request,4
TKT-000366,COMP-0083,06-20-2024,07-02-2024,low,bug_report,Attachment upload fails over 10 MB,2
TKT-000367,COMP-0083,02-28-2025,03-11-2025,low,bug_report,Search returning incorrect results,4
TKT-000368,COMP-0083,09-29-2024,10-11-2024,critical,feature_request,Requesting custom field types,5
TKT-000369,COMP-0083,06-05-2024,06-06-2024,high,account,Account permissions not working correctly,5
TKT-000370,COMP-0083,07-19-2024,07-22-2024,low,billing,Need to update payment method on file,3
TKT-000371,COMP-0083,11-15-2024,,low,account,Need to merge duplicate accounts,3
TKT-000372,COMP-0083,03-14-2025,03-16-2025,medium,account,Change primary admin contact,3
TKT-000373,COMP-0084,02-06-2024,02-11-2024,medium,bug_report,Search returning incorrect results,1
TKT-000374,COMP-0084,03-31-2024,04-02-2024,medium,billing,Tax exemption certificate submission,4
TKT-000375,COMP-0084,08-07-2024,08-15-2024,high,billing,Cannot download invoice PDF,4
TKT-000376,COMP-0084,02-15-2024,02-26-2024,HIGH,technical,Mobile app crashing on iOS 17,3
TKT-000377,COMP-0084,10-23-2024,10-27-2024,low,billing,,1
TKT-000378,COMP-0084,12-24-2024,12-27-2024,medium,feature_request,Requesting custom field types,3
TKT-000379,COMP-0084,01-06-2025,01-16-2025,high,feature_request,Custom workflow automation rules,3
TKT-000380,COMP-0085,05-24-2024,06-04-2024,low,technical,Data export timing out for large datasets,
TKT-000381,COMP-0085,06-05-2024,06-19-2024,medium,billing,Invoice discrepancy for last month,4
TKT-000382,COMP-0085,06-28-2024,06-30-2024,low,bug_report,Attachment upload fails over 10 MB,5
TKT-000383,COMP-0085,03-03-2025,03-06-2025,low,billing,Invoice discrepancy for last month,5
TKT-000384,COMP-0085,01-21-2025,01-29-2025,high,technical,Data export timing out for large datasets,3
TKT-000385,COMP-0085,03-14-2025,03-20-2025,high,billing,Charges not matching the quoted price,5
TKT-000386,COMP-0085,05-16-2024,05-20-2024,high,account,Add new team member to account,
TKT-000387,COMP-0085,10-29-2024,11-07-2024,medium,onboarding,Migration assistance from competitor tool,
TKT-000388,COMP-0085,02-06-2025,02-13-2025,medium,account,Change primary admin contact,1
TKT-000389,COMP-0085,06-21-2025,06-30-2025,medium,billing,Invoice discrepancy for last month,5
TKT-000390,COMP-0086,06-21-2024,07-01-2024,low,account,Remove former employee access,3
TKT-000391,COMP-0086,10-24-2024,11-01-2024,critical,account,Change primary admin contact,3
TKT-000392,COMP-0087,06-13-2024,,medium,billing,Need to update payment method on file,
TKT-000393,COMP-0087,10-15-2024,10-19-2024,high,feature_request,,5
TKT-000394,COMP-0087,05-17-2024,05-29-2024,HIGH,onboarding,Need help setting up first project,2
TKT-000395,COMP-0087,02-08-2025,02-10-2025,medium,account,Remove former employee access,3
TKT-000396,COMP-0087,05-25-2024,06-04-2024,low,technical,Mobile app crashing on iOS 17,
TKT-000397,COMP-0087,04-24-2025,04-28-2025,low,bug_report,Attachment upload fails over 10 MB,
TKT-000398,COMP-0087,12-25-2024,01-01-2025,medium,technical,Error 500 when accessing the dashboard,4
TKT-000399,COMP-0088,09-28-2024,10-10-2024,medium,account,Need to merge duplicate accounts,4
TKT-000400,COMP-0088,12-31-2024,01-09-2025,low,account,Change primary admin contact,4
TKT-000401,COMP-0088,04-03-2024,04-06-2024,low,bug_report,,
TKT-000402,COMP-0089,09-19-2024,09-30-2024,critical,onboarding,Training session request for team,1
TKT-000403,COMP-0089,09-06-2024,09-16-2024,medium,billing,,2
TKT-000404,COMP-0089,08-28-2024,09-07-2024,high,bug_report,Drag and drop not working in Chrome,2
TKT-000405,COMP-0089,08-18-2024,08-27-2024,CRITICAL,feature_request,Requesting custom field types,1
TKT-000406,COMP-0089,08-31-2024,09-08-2024,low,account,,2
TKT-000407,COMP-0089,08-15-2024,08-29-2024,low,bug_report,Drag and drop not working in Chrome,
TKT-000408,COMP-0089,09-02-2024,09-03-2024,medium,bug_report,Drag and drop not working in Chrome,3
TKT-000409,COMP-0089,08-24-2024,08-28-2024,high,bug_report,Search returning incorrect results,3
TKT-000410,COMP-0089,08-18-2024,09-01-2024,critical,bug_report,Drag and drop not working in Chrome,
TKT-000411,COMP-0089,09-22-2024,10-05-2024,medium,onboarding,Best practices documentation request,4
TKT-000412,COMP-0090,04-07-2024,04-08-2024,critical,billing,Cannot download invoice PDF,4
TKT-000413,COMP-0090,03-07-2025,03-18-2025,medium,account,Add new team member to account,4
TKT-000414,COMP-0090,05-11-2024,05-17-2024,low,billing,Cannot download invoice PDF,5
TKT-000415,COMP-0090,01-09-2024,01-13-2024,medium,bug_report,Drag and drop not working in Chrome,3
TKT-000416,COMP-0090,05-11-2025,,critical,billing,Billing cycle change request,5
TKT-000417,COMP-0090,09-30-2024,10-05-2024,medium,technical,SSO login failing intermittently,2
TKT-000418,COMP-0090,10-01-2024,10-15-2024,low,bug_report,Formatting lost when pasting from Word,
TKT-000419,COMP-0091,09-09-2024,09-23-2024,medium,technical,Webhook deliveries failing,5
TKT-000420,COMP-0091,03-27-2025,03-28-2025,medium,billing,Requesting refund for unused period,4
TKT-000421,COMP-0091,07-10-2024,07-20-2024,medium,feature_request,Would like bulk import from Excel,2
TKT-000422,COMP-0091,06-18-2024,07-01-2024,medium,billing,,3
TKT-000423,COMP-0092,02-21-2025,03-03-2025,low,onboarding,Need help setting up first project,1
TKT-000424,COMP-0092,03-12-2024,03-21-2024,high,onboarding,Training session request for team,
TKT-000425,COMP-0092,02-15-2024,02-17-2024,medium,onboarding,Training session request for team,5
TKT-000426,COMP-0092,11-15-2024,11-25-2024,low,account,Account permissions not working correctly,4
TKT-000427,COMP-0093,01-17-2025,01-18-2025,high,technical,SSO login failing intermittently,1
TKT-000428,COMP-0093,11-22-2024,,medium,bug_report,Notifications arriving late,4
TKT-000429,COMP-0093,05-20-2025,,low,technical,Mobile app crashing on iOS 17,
TKT-000430,COMP-0093,08-23-2024,09-04-2024,medium,technical,Error 500 when accessing the dashboard,2
TKT-000431,COMP-0093,06-08-2025,06-20-2025,medium,account,Add new team member to account,5
TKT-000432,COMP-0093,04-24-2025,04-26-2025,critical,onboarding,Template setup assistance needed,3
TKT-000433,COMP-0093,11-05-2024,11-16-2024,medium,bug_report,Calendar sync showing wrong timezone,3
TKT-000434,COMP-0093,04-18-2025,04-20-2025,low,onboarding,Template setup assistance needed,5
TKT-000435,COMP-0094,06-12-2025,06-16-2025,low,feature_request,Need Gantt chart view for projects,5
TKT-000436,COMP-0094,02-28-2025,03-07-2025,low,technical,,4
TKT-000437,COMP-0094,11-26-2024,12-07-2024,low,feature_request,Need better reporting filters,
TKT-000438,COMP-0095,04-06-2025,04-11-2025,critical,billing,Charges not matching the quoted price,1
TKT-000439,COMP-0095,03-11-2025,03-21-2025,critical,account,Add new team member to account,3
TKT-000440,COMP-0095,04-04-2025,04-08-2025,low,account,Account permissions not working correctly,3
TKT-000441,COMP-0095,06-14-2025,06-25-2025,medium,feature_request,,4
TKT-000442,COMP-0095,08-12-2024,08-20-2024,medium,technical,Application loading slowly for our team,5
TKT-000443,COMP-0095,05-18-2025,05-25-2025,critical,onboarding,Need help setting up first project,3
TKT-000444,COMP-0096,05-18-2024,05-21-2024,low,onboarding,Need help setting up first project,3
TKT-000445,COMP-0097,03-26-2024,04-02-2024,high,bug_report,Attachment upload fails over 10 MB,4
TKT-000446,COMP-0097,04-17-2025,04-23-2025,medium,billing,Cannot download invoice PDF,2
TKT-000447,COMP-0097,05-30-2025,06-03-2025,high,account,,3
TKT-000448,COMP-0097,06-14-2024,06-17-2024,high,bug_report,Drag and drop not working in Chrome,5
TKT-000449,COMP-0097,04-24-2024,04-30-2024,low,feature_request,Custom workflow automation rules,3
TKT-000450,COMP-0097,05-08-2024,05-19-2024,medium,technical,,2
TKT-000451,COMP-0097,03-20-2025,03-31-2025,high,technical,Error 500 when accessing the dashboard,4
TKT-000452,COMP-0097,05-15-2025,05-25-2025,critical,onboarding,Template setup assistance needed,5
TKT-000453,COMP-0098,06-02-2024,,medium,onboarding,Migration assistance from competitor tool,1
TKT-000454,COMP-0098,06-21-2024,06-23-2024,high,technical,Data export timing out for large datasets,3
TKT-000455,COMP-0098,05-19-2024,05-30-2024,high,account,Change primary admin contact,4
TKT-000456,COMP-0098,04-11-2024,,low,account,Need to merge duplicate accounts,
TKT-000457,COMP-0098,02-12-2024,02-23-2024,high,billing,Billing cycle change request,
TKT-000458,COMP-0098,02-17-2024,02-18-2024,high,technical,Webhook deliveries failing,4
TKT-000459,COMP-0098,04-08-2024,04-19-2024,high,onboarding,Migration assistance from competitor tool,
TKT-000460,COMP-0098,06-15-2024,06-16-2024,high,onboarding,Training session request for team,2
TKT-000461,COMP-0098,06-05-2024,06-07-2024,low,account,Remove former employee access,
TKT-000462,COMP-0098,02-12-2024,02-24-2024,critical,bug_report,Attachment upload fails over 10 MB,2
TKT-000463,COMP-0098,06-13-2024,06-27-2024,critical,feature_request,Dark mode support requested,1
TKT-000464,COMP-0098,04-20-2024,,CRITICAL,technical,Error 500 when accessing the dashboard,1
TKT-000465,COMP-0099,12-09-2024,,critical,feature_request,Dark mode support requested,3
TKT-000466,COMP-0099,04-10-2025,04-21-2025,low,onboarding,Training session request for team,1
TKT-000467,COMP-0099,02-05-2025,02-12-2025,high,technical,,4
TKT-000468,COMP-0099,03-11-2024,03-20-2024,medium,account,Need to merge duplicate accounts,2
TKT-000469,COMP-0100,08-02-2024,08-12-2024,medium,bug_report,Drag and drop not working in Chrome,
TKT-000470,COMP-0100,06-13-2024,06-23-2024,low,technical,Application loading slowly for our team,4
TKT-000471,COMP-0100,07-26-2024,07-31-2024,low,billing,Billing cycle change request,5
TKT-000472,COMP-0100,06-10-2025,06-24-2025,high,bug_report,Attachment upload fails over 10 MB,4
TKT-000473,COMP-0100,11-18-2024,12-02-2024,medium,feature_request,,4
TKT-000474,COMP-0101,01-27-2024,02-04-2024,medium,onboarding,Migration assistance from competitor tool,5
TKT-000475,COMP-0102,05-15-2025,05-21-2025,medium,bug_report,Notifications arriving late,2
TKT-000476,COMP-0102,01-12-2025,01-19-2025,medium,bug_report,Attachment upload fails over 10 MB,2
TKT-000477,COMP-0102,10-03-2024,10-05-2024,medium,billing,,4
TKT-000478,COMP-0102,05-01-2024,05-06-2024,medium,onboarding,Template setup assistance needed,
TKT-000479,COMP-0103,06-09-2024,06-11-2024,critical,technical,Webhook deliveries failing,3
TKT-000480,COMP-0103,06-19-2025,06-26-2025,low,bug_report,Attachment upload fails over 10 MB,4
TKT-000481,COMP-0103,03-05-2024,03-13-2024,medium,account,Add new team member to account,3
TKT-000482,COMP-0103,04-20-2025,04-22-2025,critical,feature_request,Need better reporting filters,5
TKT-000483,COMP-0103,06-03-2025,06-04-2025,low,technical,,3
TKT-000484,COMP-0103,09-07-2024,09-08-2024,medium,onboarding,Best practices documentation request,4
TKT-000485,COMP-0103,06-19-2025,06-30-2025,medium,bug_report,Drag and drop not working in Chrome,5
TKT-000486,COMP-0103,02-25-2024,02-28-2024,medium,feature_request,,3
TKT-000487,COMP-0104,02-17-2024,02-28-2024,high,bug_report,Calendar sync showing wrong timezone,4
TKT-000488,COMP-0104,07-17-2024,07-29-2024,high,feature_request,Requesting custom field types,3
TKT-000489,COMP-0104,03-17-2024,03-21-2024,critical,feature_request,Would like bulk import from Excel,3
TKT-000490,COMP-0104,07-28-2024,07-31-2024,critical,billing,Tax exemption certificate submission,2
TKT-000491,COMP-0104,06-14-2024,06-25-2024,low,technical,Error 500 when accessing the dashboard,3
TKT-000492,COMP-0104,01-07-2024,01-09-2024,critical,onboarding,Template setup assistance needed,
TKT-000493,COMP-0104,08-19-2024,08-29-2024,critical,account,Account permissions not working correctly,
TKT-000494,COMP-0104,03-04-2024,03-08-2024,high,billing,Cannot download invoice PDF,5
TKT-000495,COMP-0105,08-11-2024,08-12-2024,low,technical,API rate limit being hit unexpectedly,4
TKT-000496,COMP-0106,03-04-2024,,medium,billing,Requesting refund for unused period,5
TKT-000497,COMP-0106,11-17-2024,11-30-2024,low,onboarding,Training session request for team,
TKT-000498,COMP-0106,12-26-2024,01-06-2025,critical,bug_report,,4
TKT-000499,COMP-0107,12-01-2024,12-14-2024,medium,bug_report,Search returning incorrect results,5
TKT-000500,COMP-0107,05-15-2025,05-23-2025,medium,technical,,5
TKT-000501,COMP-0107,04-03-2025,,high,feature_request,Custom workflow automation rules,
TKT-000502,COMP-0107,08-30-2024,09-09-2024,medium,account,,
TKT-000503,COMP-0107,05-22-2025,05-29-2025,low,billing,Invoice discrepancy for last month,5
TKT-000504,COMP-0108,10-13-2024,10-23-2024,high,bug_report,Calendar sync showing wrong timezone,
TKT-000505,COMP-0108,02-10-2025,02-21-2025,medium,technical,Application loading slowly for our team,
TKT-000506,COMP-0108,08-09-2024,08-13-2024,high,feature_request,Custom workflow automation rules,
TKT-000507,COMP-0108,02-04-2025,02-08-2025,critical,feature_request,Need better reporting filters,1
TKT-000508,COMP-0108,01-15-2025,01-24-2025,high,feature_request,Requesting custom field types,3
TKT-000509,COMP-0108,06-19-2024,06-28-2024,high,technical,Data export timing out for large datasets,3
TKT-000510,COMP-0108,08-12-2024,08-15-2024,high,billing,Billing cycle change request,
TKT-000511,COMP-0108,08-28-2024,09-02-2024,CRITICAL,billing,Requesting refund for unused period,
TKT-000512,COMP-0108,07-22-2024,08-01-2024,medium,billing,Requesting refund for unused period,
TKT-000513,COMP-0108,07-24-2024,08-05-2024,high,feature_request,Need better reporting filters,
TKT-000514,COMP-0108,12-02-2024,12-04-2024,high,account,,
TKT-000515,COMP-0109,02-03-2025,02-10-2025,medium,feature_request,Would like bulk import from Excel,4
TKT-000516,COMP-0109,05-31-2025,06-06-2025,low,billing,Cannot download invoice PDF,5
TKT-000517,COMP-0109,04-15-2025,,medium,feature_request,Would like bulk import from Excel,5
TKT-000518,COMP-0110,11-21-2024,12-01-2024,high,bug_report,Calendar sync showing wrong timezone,5
TKT-000519,COMP-0110,10-16-2024,10-20-2024,high,technical,Webhook deliveries failing,4
TKT-000520,COMP-0110,06-26-2025,06-30-2025,low,billing,Requesting refund for unused period,3
TKT-000521,COMP-0110,04-15-2025,04-19-2025,low,account,,
TKT-000522,COMP-0111,07-26-2024,07-29-2024,medium,billing,Invoice discrepancy for last month,5
TKT-000523,COMP-0111,02-10-2024,02-11-2024,medium,onboarding,Training session request for team,3
TKT-000524,COMP-0111,06-14-2025,06-21-2025,high,billing,Cannot download invoice PDF,4
TKT-000525,COMP-0111,06-21-2025,06-28-2025,medium,billing,Billing cycle change request,4
TKT-000526,COMP-0112,03-15-2024,03-24-2024,medium,feature_request,Requesting custom field types,3
TKT-000527,COMP-0113,05-13-2025,05-21-2025,medium,feature_request,Need better reporting filters,5
TKT-000528,COMP-0113,12-31-2024,01-01-2025,critical,bug_report,Drag and drop not working in Chrome,4
TKT-000529,COMP-0113,03-17-2025,03-29-2025,high,billing,Cannot download invoice PDF,4
TKT-000530,COMP-0114,08-03-2024,08-15-2024,medium,feature_request,Requesting custom field types,4
TKT-000531,COMP-0114,05-04-2024,05-06-2024,medium,technical,SSO login failing intermittently,3
TKT-000532,COMP-0114,01-03-2024,01-07-2024,LOW,feature_request,Custom workflow automation rules,3
TKT-000533,COMP-0114,01-08-2024,01-15-2024,low,feature_request,Need Gantt chart view for projects,4
TKT-000534,COMP-0114,01-23-2024,02-01-2024,low,billing,Cannot download invoice PDF,1
TKT-000535,COMP-0115,06-30-2025,06-30-2025,medium,account,Remove former employee access,4
TKT-000536,COMP-0115,07-03-2024,07-12-2024,medium,feature_request,,5
TKT-000537,COMP-0115,10-07-2024,10-18-2024,high,bug_report,,
TKT-000538,COMP-0115,06-26-2024,07-10-2024,low,account,,5
TKT-000539,COMP-0116,07-26-2024,,medium,technical,Error 500 when accessing the dashboard,5
TKT-000540,COMP-0116,11-07-2024,11-13-2024,medium,technical,Webhook deliveries failing,3
TKT-000541,COMP-0116,04-22-2024,05-02-2024,critical,onboarding,Migration assistance from competitor tool,5
TKT-000542,COMP-0117,08-17-2024,08-23-2024,high,onboarding,Best practices documentation request,4
TKT-000543,COMP-0117,04-14-2024,,low,technical,API rate limit being hit unexpectedly,2
TKT-000544,COMP-0117,04-04-2024,04-15-2024,low,bug_report,Formatting lost when pasting from Word,3
TKT-000545,COMP-0117,01-13-2025,01-26-2025,critical,billing,,
TKT-000546,COMP-0117,02-24-2025,03-05-2025,medium,technical,Application loading slowly for our team,3
TKT-000547,COMP-0117,02-25-2024,03-06-2024,CRITICAL,feature_request,Dark mode support requested,
TKT-000548,COMP-0117,03-02-2024,03-09-2024,CRITICAL,technical,Error 500 when accessing the dashboard,4
TKT-000549,COMP-0118,02-04-2024,02-08-2024,medium,feature_request,,5
TKT-000550,COMP-0118,05-20-2025,05-22-2025,high,billing,Charges not matching the quoted price,3
TKT-000551,COMP-0118,04-16-2024,04-22-2024,MEDIUM,bug_report,Notifications arriving late,
TKT-000552,COMP-0118,01-09-2025,01-19-2025,critical,account,Add new team member to account,3
TKT-000553,COMP-0118,08-14-2024,08-26-2024,low,account,Change primary admin contact,
TKT-000554,COMP-0119,06-14-2025,06-24-2025,medium,bug_report,Drag and drop not working in Chrome,2
TKT-000555,COMP-0119,10-01-2024,10-12-2024,critical,account,Remove former employee access,3
TKT-000556,COMP-0119,05-25-2025,06-06-2025,critical,technical,Data export timing out for large datasets,5
TKT-000557,COMP-0119,05-14-2025,05-15-2025,critical,onboarding,Need help setting up first project,3
TKT-000558,COMP-0119,03-02-2025,03-07-2025,medium,technical,Mobile app crashing on iOS 17,1
TKT-000559,COMP-0120,02-14-2025,02-15-2025,critical,technical,SSO login failing intermittently,3
TKT-000560,COMP-0120,05-21-2025,05-24-2025,high,account,Add new team member to account,3
TKT-000561,COMP-0120,09-04-2024,09-10-2024,high,bug_report,Formatting lost when pasting from Word,4
TKT-000562,COMP-0120,11-01-2024,,low,account,Change primary admin contact,4
TKT-000563,COMP-0120,10-18-2024,11-01-2024,medium,account,Remove former employee access,5
TKT-000564,COMP-0120,12-02-2024,12-06-2024,low,feature_request,,3
TKT-000565,COMP-0120,01-11-2025,01-20-2025,low,billing,Invoice discrepancy for last month,
TKT-000566,COMP-0121,06-17-2025,06-30-2025,medium,bug_report,Attachment upload fails over 10 MB,
TKT-000567,COMP-0121,12-30-2024,01-03-2025,medium,technical,API rate limit being hit unexpectedly,5
TKT-000568,COMP-0121,10-13-2024,10-21-2024,low,billing,Tax exemption certificate submission,
TKT-000569,COMP-0121,01-21-2025,01-26-2025,high,billing,Requesting refund for unused period,4
TKT-000570,COMP-0121,03-30-2025,04-03-2025,low,billing,Charges not matching the quoted price,
TKT-000571,COMP-0122,10-15-2024,,high,account,Need to merge duplicate accounts,3
TKT-000572,COMP-0122,04-19-2025,04-21-2025,high,onboarding,Training session request for team,4
TKT-000573,COMP-0122,05-22-2025,06-05-2025,low,bug_report,Notifications arriving late,
TKT-000574,COMP-0122,07-27-2024,07-30-2024,low,bug_report,Drag and drop not working in Chrome,5
TKT-000575,COMP-0122,09-17-2024,09-24-2024,medium,onboarding,Migration assistance from competitor tool,5
TKT-000576,COMP-0122,11-28-2024,11-30-2024,low,account,Need to merge duplicate accounts,3
TKT-000577,COMP-0123,01-09-2024,01-21-2024,medium,feature_request,Custom workflow automation rules,4
TKT-000578,COMP-0123,01-28-2024,02-02-2024,medium,onboarding,Template setup assistance needed,1
TKT-000579,COMP-0123,08-08-2024,08-19-2024,high,bug_report,Attachment upload fails over 10 MB,1
TKT-000580,COMP-0123,11-17-2024,11-29-2024,high,account,Need to merge duplicate accounts,2
TKT-000581,COMP-0123,10-28-2024,11-08-2024,medium,feature_request,Need Gantt chart view for projects,1
TKT-000582,COMP-0124,04-25-2025,04-27-2025,low,account,Need to merge duplicate accounts,1
TKT-000583,COMP-0124,03-25-2025,03-27-2025,medium,bug_report,Calendar sync showing wrong timezone,1
TKT-000584,COMP-0124,09-10-2024,09-13-2024,medium,bug_report,,5
TKT-000585,COMP-0124,10-18-2024,,critical,account,Remove former employee access,2
TKT-000586,COMP-0124,08-21-2024,08-23-2024,high,onboarding,Best practices documentation request,2
TKT-000587,COMP-0124,03-22-2024,03-25-2024,high,bug_report,Notifications arriving late,1
TKT-000588,COMP-0124,03-23-2025,03-25-2025,high,feature_request,Custom workflow automation rules,1
TKT-000589,COMP-0124,03-14-2024,03-23-2024,low,bug_report,Drag and drop not working in Chrome,4
TKT-000590,COMP-0125,01-23-2024,02-05-2024,low,technical,Error 500 when accessing the dashboard,4
TKT-000591,COMP-0125,04-04-2025,04-15-2025,LOW,account,,4
TKT-000592,COMP-0125,05-20-2025,05-22-2025,medium,billing,Billing cycle change request,
TKT-000593,COMP-0125,07-26-2024,07-27-2024,low,onboarding,Template setup assistance needed,4
TKT-000594,COMP-0125,06-23-2024,07-03-2024,low,account,Add new team member to account,5
TKT-000595,COMP-0125,10-22-2024,10-24-2024,low,account,Need to merge duplicate accounts,3
TKT-000596,COMP-0126,02-13-2025,02-22-2025,high,billing,Requesting refund for unused period,4
TKT-000597,COMP-0126,06-24-2025,,medium,technical,API rate limit being hit unexpectedly,
TKT-000598,COMP-0126,01-30-2025,02-12-2025,medium,billing,Billing cycle change request,5
TKT-000599,COMP-0126,02-14-2025,02-23-2025,high,onboarding,Migration assistance from competitor tool,
TKT-000600,COMP-0126,04-22-2025,04-28-2025,low,technical,Application loading slowly for our team,4
TKT-000601,COMP-0126,05-06-2025,05-10-2025,medium,billing,,2
TKT-000602,COMP-0126,02-21-2024,03-02-2024,low,technical,Mobile app crashing on iOS 17,4
TKT-000603,COMP-0126,04-27-2025,05-08-2025,low,onboarding,Training session request for team,3
TKT-000604,COMP-0127,12-15-2024,12-19-2024,critical,onboarding,Need help setting up first project,5
TKT-000605,COMP-0128,12-16-2024,12-29-2024,critical,billing,Invoice discrepancy for last month,4
TKT-000606,COMP-0128,05-21-2025,,medium,feature_request,Would like bulk import from Excel,3
TKT-000607,COMP-0128,10-18-2024,11-01-2024,critical,bug_report,Formatting lost when pasting from Word,5
TKT-000608,COMP-0128,10-25-2024,11-08-2024,medium,feature_request,Dark mode support requested,4
